SYMBOL,COMPANY_NAME,EXCHANGE,YF_TICKER
Money Masters Leasing & Finance Ltd,MMLF,BSE_KAGGLE,Money Masters Leasing & Finance Ltd.BO
Alacrity Securities Ltd,ALSL,BSE_KAGGLE,Alacrity Securities Ltd.BO
GCM Commodity & Derivatives Ltd,GCMCOMM,BSE_KAGGLE,GCM Commodity & Derivatives Ltd.BO
Integra Essentia Ltd,ESSENTIA,BSE_KAGGLE,Integra Essentia Ltd.BO
Tiger Logistics (India) Ltd,TIGERLOGS,BSE_KAGGLE,Tiger Logistics (India) Ltd.BO
R J Bio-Tech Ltd,RJBIOTECH,BSE_KAGGLE,R J Bio-Tech Ltd.BO
JK Agri Genetics Ltd,JK AGRI,BSE_KAGGLE,JK Agri Genetics Ltd.BO
Future Lifestyle Fashions Ltd,FLFL,BSE_KAGGLE,Future Lifestyle Fashions Ltd.BO
Trimurthi Ltd,TRIMURTHI,BSE_KAGGLE,Trimurthi Ltd.BO
PVV Infra Ltd,PVVINFRA,BSE_KAGGLE,PVV Infra Ltd.BO
VCU Data Management Ltd,VCU,BSE_KAGGLE,VCU Data Management Ltd.BO
IND Renewable Energy Ltd,INDRENEW,BSE_KAGGLE,IND Renewable Energy Ltd.BO
S R G Securities Finance Ltd,SRGSFL,BSE_KAGGLE,S R G Securities Finance Ltd.BO
Amrapali Capital and Finance Services Ltd,ACFSL,BSE_KAGGLE,Amrapali Capital and Finance Services Ltd.BO
Stellar Capital Services Ltd,STELLAR,BSE_KAGGLE,Stellar Capital Services Ltd.BO
Jindal Poly Investment and Finance Company Ltd,JPOLYINVST,BSE_KAGGLE,Jindal Poly Investment and Finance Company Ltd.BO
Yuranus Infrastructure Ltd,YURANUS,BSE_KAGGLE,Yuranus Infrastructure Ltd.BO
Integra Telecommunication & Software Ltd,INTELSOFT,BSE_KAGGLE,Integra Telecommunication & Software Ltd.BO
Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares Midcap 100 ETF- Growth option,MOM100,BSE_KAGGLE,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares Midcap 100 ETF- Growth option.BO
B. P. Capital Ltd,BPCAP,BSE_KAGGLE,B. P. Capital Ltd.BO
Captain Polyplast Ltd,CPL,BSE_KAGGLE,Captain Polyplast Ltd.BO
ICICI Prudential Nifty 50 ETF,ICICINIFTY,BSE_KAGGLE,ICICI Prudential Nifty 50 ETF.BO
ICICI Prudential Nifty 100 ETF,ICICINF100,BSE_KAGGLE,ICICI Prudential Nifty 100 ETF.BO
Arnold Holdings Ltd,ARNOLD,BSE_KAGGLE,Arnold Holdings Ltd.BO
Sunil Healthcare Ltd,SUNLOC,BSE_KAGGLE,Sunil Healthcare Ltd.BO
RCI Industries & Technologies Ltd,RCIIND,BSE_KAGGLE,RCI Industries & Technologies Ltd.BO
Suyog Telematics Ltd,SUYOG,BSE_KAGGLE,Suyog Telematics Ltd.BO
Nath Bio-Genes (India) Ltd,NATHBIOGEN,BSE_KAGGLE,Nath Bio-Genes (India) Ltd.BO
Agri- Tech (India) Ltd,AGRITECH,BSE_KAGGLE,Agri- Tech (India) Ltd.BO
Chemtech Industrial Valves Ltd,CHEMTECH,BSE_KAGGLE,Chemtech Industrial Valves Ltd.BO
Taaza International Ltd,TAAZAINT,BSE_KAGGLE,Taaza International Ltd.BO
NIPPON INDIA ETF NIFTY 100,NIF100BEES,BSE_KAGGLE,NIPPON INDIA ETF NIFTY 100.BO
Agrimony Commodities Ltd,AGRIMONY,BSE_KAGGLE,Agrimony Commodities Ltd.BO
Viaan Industries Ltd,VIAANINDUS,BSE_KAGGLE,Viaan Industries Ltd.BO
Denis Chem Lab Ltd,DENISCHEM,BSE_KAGGLE,Denis Chem Lab Ltd.BO
Polymac Thermoformers Ltd,POLYMAC,BSE_KAGGLE,Polymac Thermoformers Ltd.BO
Unishire Urban Infra Ltd,UNISHIRE,BSE_KAGGLE,Unishire Urban Infra Ltd.BO
Laxmipati Engineering Works Ltd,LAXMIPATI,BSE_KAGGLE,Laxmipati Engineering Works Ltd.BO
ETT Ltd,ETT,BSE_KAGGLE,ETT Ltd.BO
Kotak Mahindra Mutual Fund - Kotak Nifty ETF,KOTAKNIFTY,BSE_KAGGLE,Kotak Mahindra Mutual Fund - Kotak Nifty ETF.BO
Shree Hanuman Sugar & Industries Ltd,HANSUGAR,BSE_KAGGLE,Shree Hanuman Sugar & Industries Ltd.BO
Kiran Vyapar Ltd,KIRANVYPAR,BSE_KAGGLE,Kiran Vyapar Ltd.BO
B.C. Power Controls Ltd,BCP,BSE_KAGGLE,B.C. Power Controls Ltd.BO
Karnimata Cold Storage Ltd,KCSL,BSE_KAGGLE,Karnimata Cold Storage Ltd.BO
Race Eco Chain Ltd,RACE,BSE_KAGGLE,Race Eco Chain Ltd.BO
Mangalam Industrial Finance Ltd,MANGIND,BSE_KAGGLE,Mangalam Industrial Finance Ltd.BO
Viji Finance Ltd,VFL,BSE_KAGGLE,Viji Finance Ltd.BO
Phoenix Township Ltd,PHOENIXTN,BSE_KAGGLE,Phoenix Township Ltd.BO
Raunaq EPC International Ltd,RAUNAQEPC,BSE_KAGGLE,Raunaq EPC International Ltd.BO
Infronics Systems Ltd,INFRONICS,BSE_KAGGLE,Infronics Systems Ltd.BO
CPSE ETF,CPSEETF,BSE_KAGGLE,CPSE ETF.BO
Haria Apparels Ltd,HARIAAPL,BSE_KAGGLE,Haria Apparels Ltd.BO
Shri Vasuprada Plantations Ltd,VASUPRADA,BSE_KAGGLE,Shri Vasuprada Plantations Ltd.BO
R&B Denims Ltd,RNBDENIMS,BSE_KAGGLE,R&B Denims Ltd.BO
Gold Line International Finvest Ltd,GOLDLINE,BSE_KAGGLE,Gold Line International Finvest Ltd.BO
Sharp Investments Ltd,SHARPINV,BSE_KAGGLE,Sharp Investments Ltd.BO
Wonderla Holidays Ltd,WONDERLA,BSE_KAGGLE,Wonderla Holidays Ltd.BO
Response Informatics Ltd,RESPONSINF,BSE_KAGGLE,Response Informatics Ltd.BO
GCM Capital Advisors Ltd,GCMCAPI,BSE_KAGGLE,GCM Capital Advisors Ltd.BO
A.F. Enterprises Ltd,AFEL,BSE_KAGGLE,A.F. Enterprises Ltd.BO
Incredible Industries Ltd,INCREDIBLE,BSE_KAGGLE,Incredible Industries Ltd.BO
West Leisure Resorts Ltd,WESTLEIRES,BSE_KAGGLE,West Leisure Resorts Ltd.BO
Nam Securities Ltd,NAM,BSE_KAGGLE,Nam Securities Ltd.BO
Maestros Electronics & Telecommunications Systems Ltd,METSL,BSE_KAGGLE,Maestros Electronics & Telecommunications Systems Ltd.BO
SPS Finquest Ltd,SPS,BSE_KAGGLE,SPS Finquest Ltd.BO
Classic Global Finance & Capital Ltd,CCFCL,BSE_KAGGLE,Classic Global Finance & Capital Ltd.BO
Moneyboxx Finance Ltd,MONEYBOXX,BSE_KAGGLE,Moneyboxx Finance Ltd.BO
Worth Investment & Trading Co Ltd,WORTH,BSE_KAGGLE,Worth Investment & Trading Co Ltd.BO
Quasar India Ltd,QUASAR,BSE_KAGGLE,Quasar India Ltd.BO
Thirani Projects Ltd,TPROJECT,BSE_KAGGLE,Thirani Projects Ltd.BO
Amarnath Securities Ltd,AMARSEC,BSE_KAGGLE,Amarnath Securities Ltd.BO
Capital Trade Links Ltd,CTL,BSE_KAGGLE,Capital Trade Links Ltd.BO
Tarini International Ltd,TARINI,BSE_KAGGLE,Tarini International Ltd.BO
Yaan Enterprises Ltd,YAANENT,BSE_KAGGLE,Yaan Enterprises Ltd.BO
J. Taparia Projects Ltd,JTAPARIA,BSE_KAGGLE,J. Taparia Projects Ltd.BO
Ramchandra Leasing & Finance Ltd,RLFL,BSE_KAGGLE,Ramchandra Leasing & Finance Ltd.BO
Gold Coin Health Foods Ltd,GOLDCOINHF,BSE_KAGGLE,Gold Coin Health Foods Ltd.BO
Bansal Roofing Products Ltd,BRPL,BSE_KAGGLE,Bansal Roofing Products Ltd.BO
Arman Holdings Ltd,ARMAN,BSE_KAGGLE,Arman Holdings Ltd.BO
Skipper Ltd,SKIPPER,BSE_KAGGLE,Skipper Ltd.BO
Adarsh Mercantile Ltd,ADARSH,BSE_KAGGLE,Adarsh Mercantile Ltd.BO
James Warren Tea Ltd,JAMESWARREN,BSE_KAGGLE,James Warren Tea Ltd.BO
Vistar Amar Ltd,VISTARAMAR,BSE_KAGGLE,Vistar Amar Ltd.BO
Gulf Oil Lubricants India Ltd,GULFOILLUB,BSE_KAGGLE,Gulf Oil Lubricants India Ltd.BO
Fruition Venture Ltd,FRUTION,BSE_KAGGLE,Fruition Venture Ltd.BO
Triveni Enterprises Ltd,TRIVENIENT,BSE_KAGGLE,Triveni Enterprises Ltd.BO
Bhanderi Infracon Ltd,BHANDERI,BSE_KAGGLE,Bhanderi Infracon Ltd.BO
Trivikrama Industries Ltd,TRIVIKRAMA,BSE_KAGGLE,Trivikrama Industries Ltd.BO
Quantum Build-Tech Ltd,QUANTBUILD,BSE_KAGGLE,Quantum Build-Tech Ltd.BO
TTI Enterprise Ltd,TTIENT,BSE_KAGGLE,TTI Enterprise Ltd.BO
Vishal Fabrics Ltd,VISHAL,BSE_KAGGLE,Vishal Fabrics Ltd.BO
Toyam Sports Ltd,TOYAMSL,BSE_KAGGLE,Toyam Sports Ltd.BO
Gajanan Securities Services Ltd,GAJANANSEC,BSE_KAGGLE,Gajanan Securities Services Ltd.BO
Unison Metals Ltd,UNISON,BSE_KAGGLE,Unison Metals Ltd.BO
Real Touch Finance Ltd,RTFL,BSE_KAGGLE,Real Touch Finance Ltd.BO
Vasundhara Rasayans Ltd,VRL,BSE_KAGGLE,Vasundhara Rasayans Ltd.BO
Snowman Logistics Ltd,SNOWMAN,BSE_KAGGLE,Snowman Logistics Ltd.BO
QGO Finance Ltd,QGO,BSE_KAGGLE,QGO Finance Ltd.BO
Purshottam Investofin Ltd,PURSHOTTAM,BSE_KAGGLE,Purshottam Investofin Ltd.BO
Hind Commerce Ltd,HCLTD,BSE_KAGGLE,Hind Commerce Ltd.BO
Sharda Cropchem Ltd,SHARDACROP,BSE_KAGGLE,Sharda Cropchem Ltd.BO
Sirohia & Sons Ltd,SIROHIA,BSE_KAGGLE,Sirohia & Sons Ltd.BO
Naysaa Securities Ltd,NAYSAA,BSE_KAGGLE,Naysaa Securities Ltd.BO
City Online Services Ltd,CITYONLINE,BSE_KAGGLE,City Online Services Ltd.BO
Nippon India ETF S&P BSE Sensex,SENSEXBEES,BSE_KAGGLE,Nippon India ETF S&P BSE Sensex.BO
Shemaroo Entertainment Ltd,SHEMAROO,BSE_KAGGLE,Shemaroo Entertainment Ltd.BO
Ultracab (India) Ltd,ULTRACAB,BSE_KAGGLE,Ultracab (India) Ltd.BO
Rajasthan Cylinders & Containers Ltd,RCCL,BSE_KAGGLE,Rajasthan Cylinders & Containers Ltd.BO
Econo Trade (India) Ltd,ETIL,BSE_KAGGLE,Econo Trade (India) Ltd.BO
Atishay Ltd,ATISHAY,BSE_KAGGLE,Atishay Ltd.BO
Suchitra Finance & Trading Company Ltd,SUCHITRA,BSE_KAGGLE,Suchitra Finance & Trading Company Ltd.BO
Dhabriya Polywood Ltd,DHABRIYA,BSE_KAGGLE,Dhabriya Polywood Ltd.BO
Aryaman Capital Markets Ltd,ARYACAPM,BSE_KAGGLE,Aryaman Capital Markets Ltd.BO
PDS Ltd,PDSL,BSE_KAGGLE,PDS Ltd.BO
Hanman Fit Ltd,HANMAN,BSE_KAGGLE,Hanman Fit Ltd.BO
Vibrant Global Capital Ltd,VGCL,BSE_KAGGLE,Vibrant Global Capital Ltd.BO
Starlit Power Systems Ltd,STARLIT,BSE_KAGGLE,Starlit Power Systems Ltd.BO
Ceinsys Tech Ltd,CEINSYSTECH,BSE_KAGGLE,Ceinsys Tech Ltd.BO
Panache Innovations Ltd,PANACHE,BSE_KAGGLE,Panache Innovations Ltd.BO
JLA Infraville Shoppers Ltd,JSHL,BSE_KAGGLE,JLA Infraville Shoppers Ltd.BO
Crane Infrastructure Ltd,CRANEINFRA,BSE_KAGGLE,Crane Infrastructure Ltd.BO
Niyogin Fintech Ltd,NIYOGIN,BSE_KAGGLE,Niyogin Fintech Ltd.BO
Asia Capital Ltd,ASIACAP,BSE_KAGGLE,Asia Capital Ltd.BO
Akashdeep Metal Industries Ltd,AKASHDEEP,BSE_KAGGLE,Akashdeep Metal Industries Ltd.BO
Citizen Infoline Ltd,CIL,BSE_KAGGLE,Citizen Infoline Ltd.BO
Goenka Business & Finance Ltd,GBFL,BSE_KAGGLE,Goenka Business & Finance Ltd.BO
Gilada Finance & Investments Ltd,GILADAFINS,BSE_KAGGLE,Gilada Finance & Investments Ltd.BO
Jet Infraventure Ltd,JETINFRA,BSE_KAGGLE,Jet Infraventure Ltd.BO
Shree Ajit Pulp And Paper Ltd,SAPPL,BSE_KAGGLE,Shree Ajit Pulp And Paper Ltd.BO
Aanchal Ispat Ltd,AANCHALISP,BSE_KAGGLE,Aanchal Ispat Ltd.BO
Captain Pipes Ltd,CAPPIPES,BSE_KAGGLE,Captain Pipes Ltd.BO
Anubhav Infrastructure Ltd,ANUBHAV,BSE_KAGGLE,Anubhav Infrastructure Ltd.BO
JMJ Fintech Ltd,JMJFIN,BSE_KAGGLE,JMJ Fintech Ltd.BO
Intellect Design Arena Ltd,INTELLECT,BSE_KAGGLE,Intellect Design Arena Ltd.BO
Monte Carlo Fashions Ltd,MONTECARLO,BSE_KAGGLE,Monte Carlo Fashions Ltd.BO
Jeevan Scientific Technology Ltd,JSTL,BSE_KAGGLE,Jeevan Scientific Technology Ltd.BO
Indo Cotspin Ltd,ICL,BSE_KAGGLE,Indo Cotspin Ltd.BO
Scintilla Commercial & Credit Ltd,SCC,BSE_KAGGLE,Scintilla Commercial & Credit Ltd.BO
Panafic Industrials Ltd,PANAFIC,BSE_KAGGLE,Panafic Industrials Ltd.BO
My Money Securities Ltd,MYMONEY,BSE_KAGGLE,My Money Securities Ltd.BO
Sri Amarnath Finance Ltd,AMARNATH,BSE_KAGGLE,Sri Amarnath Finance Ltd.BO
Continental Securities Ltd,CSL,BSE_KAGGLE,Continental Securities Ltd.BO
Nexus Surgical And Medicare Ltd,NEXUSSURGL,BSE_KAGGLE,Nexus Surgical And Medicare Ltd.BO
Sellwin Traders Ltd,SELLWIN,BSE_KAGGLE,Sellwin Traders Ltd.BO
Galada Finance Ltd,GALADAFIN,BSE_KAGGLE,Galada Finance Ltd.BO
Emerald Leasing Finance & Investment Company Ltd,EMERALD,BSE_KAGGLE,Emerald Leasing Finance & Investment Company Ltd.BO
M.K. Exim (India) Ltd,MKEXIM,BSE_KAGGLE,M.K. Exim (India) Ltd.BO
Magellanic Cloud Ltd,MCLOUD,BSE_KAGGLE,Magellanic Cloud Ltd.BO
Octal Credit Capital Ltd,OCTAL,BSE_KAGGLE,Octal Credit Capital Ltd.BO
Mihika Industries Ltd,MIHIKA,BSE_KAGGLE,Mihika Industries Ltd.BO
Kanchi Karpooram Ltd,KANCHI,BSE_KAGGLE,Kanchi Karpooram Ltd.BO
Dhunseri Tea & Industries Ltd,DHUNTEAIND,BSE_KAGGLE,Dhunseri Tea & Industries Ltd.BO
Vani Commercials Ltd,VANICOM,BSE_KAGGLE,Vani Commercials Ltd.BO
Vintage Coffee And Beverages Ltd,VINCOFE,BSE_KAGGLE,Vintage Coffee And Beverages Ltd.BO
Raghuvansh Agrofarms Ltd,RAFL,BSE_KAGGLE,Raghuvansh Agrofarms Ltd.BO
COSYN Ltd,COSYN,BSE_KAGGLE,COSYN Ltd.BO
Sofcom Systems Ltd,SOFCOM,BSE_KAGGLE,Sofcom Systems Ltd.BO
Naturite Agro Products Ltd,NAPL,BSE_KAGGLE,Naturite Agro Products Ltd.BO
Karnavati Finance Ltd,KARNAVATI,BSE_KAGGLE,Karnavati Finance Ltd.BO
Abhishek Finlease Ltd,ABHIFIN,BSE_KAGGLE,Abhishek Finlease Ltd.BO
Mercantile Ventures Ltd,MERCANTILE,BSE_KAGGLE,Mercantile Ventures Ltd.BO
Sonal Mercantile Ltd,SONAL,BSE_KAGGLE,Sonal Mercantile Ltd.BO
Abhinav Leasing & Finance Ltd,ALFL,BSE_KAGGLE,Abhinav Leasing & Finance Ltd.BO
Genus Paper & Boards Ltd,GENUSPAPER,BSE_KAGGLE,Genus Paper & Boards Ltd.BO
Minda Corporation Ltd,MINDACORP,BSE_KAGGLE,Minda Corporation Ltd.BO
Mercury Laboratories Ltd,MERCURYLAB,BSE_KAGGLE,Mercury Laboratories Ltd.BO
Concord Drugs Ltd,CONCORD,BSE_KAGGLE,Concord Drugs Ltd.BO
Wardwizard Innovations & Mobility Ltd,WARDINMOBI,BSE_KAGGLE,Wardwizard Innovations & Mobility Ltd.BO
Shree Securities Ltd,SHREESEC,BSE_KAGGLE,Shree Securities Ltd.BO
Greenlam Industries Ltd,GRNLAMIND,BSE_KAGGLE,Greenlam Industries Ltd.BO
Talbros Engineering Ltd,TALBROSENG,BSE_KAGGLE,Talbros Engineering Ltd.BO
SAR Auto Products Ltd,SAPL,BSE_KAGGLE,SAR Auto Products Ltd.BO
Purohit Construction Ltd,PUROHITCON,BSE_KAGGLE,Purohit Construction Ltd.BO
Jayatma Enterprises Ltd,JAYATMA,BSE_KAGGLE,Jayatma Enterprises Ltd.BO
PTC Industries Ltd,PTCIL,BSE_KAGGLE,PTC Industries Ltd.BO
Chennai Ferrous Industries Ltd,CHENFERRO,BSE_KAGGLE,Chennai Ferrous Industries Ltd.BO
Megri Soft Ltd,MEGRISOFT,BSE_KAGGLE,Megri Soft Ltd.BO
Gita Renewable Energy Ltd,GITARENEW,BSE_KAGGLE,Gita Renewable Energy Ltd.BO
Neil Industries Ltd,NEIL,BSE_KAGGLE,Neil Industries Ltd.BO
Star Housing Finance Ltd,STARHFL,BSE_KAGGLE,Star Housing Finance Ltd.BO
Beekay Steel Industries Ltd,BEEKAY,BSE_KAGGLE,Beekay Steel Industries Ltd.BO
SSPN Finance Ltd,SSPNFIN,BSE_KAGGLE,SSPN Finance Ltd.BO
SBI Mutual Fund - SBI - ETF BSE 100,SETFBSE100,BSE_KAGGLE,SBI Mutual Fund - SBI - ETF BSE 100.BO
Fraser and Company Ltd,FRASER,BSE_KAGGLE,Fraser and Company Ltd.BO
Tirupati Tyres Ltd,TTIL,BSE_KAGGLE,Tirupati Tyres Ltd.BO
SVP Housing Ltd,SVPHOUSING,BSE_KAGGLE,SVP Housing Ltd.BO
AGI Infra Ltd,AGIIL,BSE_KAGGLE,AGI Infra Ltd.BO
BKM Industries Ltd,BKMINDST,BSE_KAGGLE,BKM Industries Ltd.BO
Manaksia Steels Ltd,MANAKSTELTD,BSE_KAGGLE,Manaksia Steels Ltd.BO
Manaksia Aluminium Company Ltd,MNKALCOLTD,BSE_KAGGLE,Manaksia Aluminium Company Ltd.BO
Manaksia Coated Metals & Industries Ltd,MNKCMILTD,BSE_KAGGLE,Manaksia Coated Metals & Industries Ltd.BO
Imagicaaworld Entertainment Ltd,IMAGICAA,BSE_KAGGLE,Imagicaaworld Entertainment Ltd.BO
Inox Wind Ltd,INOXWIND,BSE_KAGGLE,Inox Wind Ltd.BO
Rajputana Investment and Finance Ltd,RAJPUTANA,BSE_KAGGLE,Rajputana Investment and Finance Ltd.BO
Consecutive Investment & Trading Company Ltd,CITL,BSE_KAGGLE,Consecutive Investment & Trading Company Ltd.BO
Aananda Lakshmi Spinning Mills Ltd,AANANDALAK,BSE_KAGGLE,Aananda Lakshmi Spinning Mills Ltd.BO
UR Sugar Industries Ltd,URSUGAR,BSE_KAGGLE,UR Sugar Industries Ltd.BO
Filtra Consultants and Engineers Ltd,FILTRA,BSE_KAGGLE,Filtra Consultants and Engineers Ltd.BO
Athena Constructions Ltd,ATHCON,BSE_KAGGLE,Athena Constructions Ltd.BO
Northlink Fiscal and Capital Services Ltd,NORTHLINK,BSE_KAGGLE,Northlink Fiscal and Capital Services Ltd.BO
Sheshadri Industries Ltd,SHESHAINDS,BSE_KAGGLE,Sheshadri Industries Ltd.BO
SAB Industries Ltd,SAB,BSE_KAGGLE,SAB Industries Ltd.BO
Paul Merchants Ltd,PML,BSE_KAGGLE,Paul Merchants Ltd.BO
Alan Scott Industries Ltd,ALAN SCOTT,BSE_KAGGLE,Alan Scott Industries Ltd.BO
O. P. Chains Ltd,OPCHAINS,BSE_KAGGLE,O. P. Chains Ltd.BO
Sujala Trading & Holdings Ltd,SUJALA,BSE_KAGGLE,Sujala Trading & Holdings Ltd.BO
VRL Logistics Ltd,VRLLOG,BSE_KAGGLE,VRL Logistics Ltd.BO
Jain Marmo Industries Ltd,JAINMARMO,BSE_KAGGLE,Jain Marmo Industries Ltd.BO
Bangalore Fort Farms Ltd,BFFL,BSE_KAGGLE,Bangalore Fort Farms Ltd.BO
Palco Metals Ltd,PALCO,BSE_KAGGLE,Palco Metals Ltd.BO
Bodhtree Consulting Ltd,BODHTREE,BSE_KAGGLE,Bodhtree Consulting Ltd.BO
V B Industries Ltd,VBIND,BSE_KAGGLE,V B Industries Ltd.BO
Sarvottam Finvest Ltd,SARVOTTAM,BSE_KAGGLE,Sarvottam Finvest Ltd.BO
MEP Infrastructure Developers Ltd,MEP,BSE_KAGGLE,MEP Infrastructure Developers Ltd.BO
Wardwizard Foods and Beverages Ltd,WARDWIZFBL,BSE_KAGGLE,Wardwizard Foods and Beverages Ltd.BO
UFO Moviez India Ltd,UFO,BSE_KAGGLE,UFO Moviez India Ltd.BO
Panth Infinity Ltd,PANTH,BSE_KAGGLE,Panth Infinity Ltd.BO
Shivalik Rasayan Ltd,SHIVALIK,BSE_KAGGLE,Shivalik Rasayan Ltd.BO
Integrated Capital Services Ltd,ICSL,BSE_KAGGLE,Integrated Capital Services Ltd.BO
PNC Infratech Ltd,PNCINFRA,BSE_KAGGLE,PNC Infratech Ltd.BO
Arfin India Ltd,ARFIN,BSE_KAGGLE,Arfin India Ltd.BO
Helpage Finlease Ltd,HELPAGE,BSE_KAGGLE,Helpage Finlease Ltd.BO
Hawa Engineers Ltd,HAWAENG,BSE_KAGGLE,Hawa Engineers Ltd.BO
Authum Investment & Infrastructure Ltd,AIIL,BSE_KAGGLE,Authum Investment & Infrastructure Ltd.BO
Adhbhut Infrastructure Ltd,ADHBHUTIN,BSE_KAGGLE,Adhbhut Infrastructure Ltd.BO
Decillion Finance Ltd,DFL,BSE_KAGGLE,Decillion Finance Ltd.BO
POCL Enterprises Ltd,POEL,BSE_KAGGLE,POCL Enterprises Ltd.BO
Amba Enterprises Ltd,AEL,BSE_KAGGLE,Amba Enterprises Ltd.BO
SG Finserve Ltd,SGFIN,BSE_KAGGLE,SG Finserve Ltd.BO
Satia Industries Ltd,SATIA,BSE_KAGGLE,Satia Industries Ltd.BO
Genomic Valley Biotech Ltd,GVBL,BSE_KAGGLE,Genomic Valley Biotech Ltd.BO
Garment Mantra Lifestyle Ltd,GARMNTMNTR,BSE_KAGGLE,Garment Mantra Lifestyle Ltd.BO
Srestha Finvest Ltd,SRESTHA,BSE_KAGGLE,Srestha Finvest Ltd.BO
Saumya Consultants Ltd,SAUMYA,BSE_KAGGLE,Saumya Consultants Ltd.BO
Mauria Udyog Ltd,MUL,BSE_KAGGLE,Mauria Udyog Ltd.BO
Mishka Exim Ltd,MISHKA,BSE_KAGGLE,Mishka Exim Ltd.BO
Sportking India Ltd,SPORTKING,BSE_KAGGLE,Sportking India Ltd.BO
Growington Ventures India Ltd,GROWINGTON,BSE_KAGGLE,Growington Ventures India Ltd.BO
Ambition Mica Ltd,AMBITION,BSE_KAGGLE,Ambition Mica Ltd.BO
HCKK Ventures Ltd,HCKKVENTURE,BSE_KAGGLE,HCKK Ventures Ltd.BO
Rudra Global Infra Products Ltd,RUDRA,BSE_KAGGLE,Rudra Global Infra Products Ltd.BO
Loyal Equipments Ltd,LOYAL,BSE_KAGGLE,Loyal Equipments Ltd.BO
Gala Global Products Ltd,GGPL,BSE_KAGGLE,Gala Global Products Ltd.BO
Chemiesynth (Vapi) Ltd,CHEMIESYNT,BSE_KAGGLE,Chemiesynth (Vapi) Ltd.BO
Balkrishna Paper Mills Ltd,BALKRISHNA,BSE_KAGGLE,Balkrishna Paper Mills Ltd.BO
Shyam Century Ferrous Ltd,SCFL,BSE_KAGGLE,Shyam Century Ferrous Ltd.BO
Surya India Ltd,SURYAINDIA,BSE_KAGGLE,Surya India Ltd.BO
Adani Transmission Ltd,ADANITRANS,BSE_KAGGLE,Adani Transmission Ltd.BO
Star Delta Transformers Ltd,STARDELTA,BSE_KAGGLE,Star Delta Transformers Ltd.BO
Amrapali Fincap Ltd,AMRAFIN,BSE_KAGGLE,Amrapali Fincap Ltd.BO
Samsrita Labs Ltd,SAMSRITA,BSE_KAGGLE,Samsrita Labs Ltd.BO
Syngene International Ltd,SYNGENE,BSE_KAGGLE,Syngene International Ltd.BO
Pecos Hotels and Pubs Ltd,PECOS,BSE_KAGGLE,Pecos Hotels and Pubs Ltd.BO
Mangalam Seeds Ltd,MSL,BSE_KAGGLE,Mangalam Seeds Ltd.BO
Kaya Ltd,KAYA,BSE_KAGGLE,Kaya Ltd.BO
Alstone Textiles (India) Ltd,ALSTONE,BSE_KAGGLE,Alstone Textiles (India) Ltd.BO
Symbiox Investment & Trading Company Ltd,SYMBIOX,BSE_KAGGLE,Symbiox Investment & Trading Company Ltd.BO
Ortin Laboratories Ltd,ORTINLAABS,BSE_KAGGLE,Ortin Laboratories Ltd.BO
AVI Polymers Ltd,AVI,BSE_KAGGLE,AVI Polymers Ltd.BO
Aurum PropTech Ltd,AURUM,BSE_KAGGLE,Aurum PropTech Ltd.BO
Oswal Greentech Ltd,BINDALAGRO,BSE_KAGGLE,Oswal Greentech Ltd.BO
Vasudhagama Enterprises Ltd,VASUDHAGAM,BSE_KAGGLE,Vasudhagama Enterprises Ltd.BO
A.K. Spintex Ltd,AKSPINTEX,BSE_KAGGLE,A.K. Spintex Ltd.BO
Arvind SmartSpaces Ltd,ARVSMART,BSE_KAGGLE,Arvind SmartSpaces Ltd.BO
Power Mech Projects Ltd,POWERMECH,BSE_KAGGLE,Power Mech Projects Ltd.BO
Canopy Finance Ltd,CANOPYFIN,BSE_KAGGLE,Canopy Finance Ltd.BO
Rama Steel Tubes Ltd,RAMASTEEL,BSE_KAGGLE,Rama Steel Tubes Ltd.BO
Thinkink Picturez Ltd,THINKINK,BSE_KAGGLE,Thinkink Picturez Ltd.BO
UTI S&P BSE SENSEX ETF,UTISENSETF,BSE_KAGGLE,UTI S&P BSE SENSEX ETF.BO
UTI NIFTY 50 ETF,UTINIFTETF,BSE_KAGGLE,UTI NIFTY 50 ETF.BO
Universal Autofoundry Ltd,UNIAUTO,BSE_KAGGLE,Universal Autofoundry Ltd.BO
Veto Switchgears and Cables Ltd,VETO,BSE_KAGGLE,Veto Switchgears and Cables Ltd.BO
Navkar Corporation Ltd,NAVKARCORP,BSE_KAGGLE,Navkar Corporation Ltd.BO
Shree Pushkar Chemicals & Fertilisers Ltd,SHREEPUSHK,BSE_KAGGLE,Shree Pushkar Chemicals & Fertilisers Ltd.BO
Gujarat Gas Ltd,GUJGAS,BSE_KAGGLE,Gujarat Gas Ltd.BO
Waaree Technologies Ltd,WAAREE,BSE_KAGGLE,Waaree Technologies Ltd.BO
Sadbhav Infrastructure Project Ltd,SADBHIN,BSE_KAGGLE,Sadbhav Infrastructure Project Ltd.BO
Sal Automotive Ltd,SALAUTO,BSE_KAGGLE,Sal Automotive Ltd.BO
Polyspin Exports Ltd,POLYSPIN,BSE_KAGGLE,Polyspin Exports Ltd.BO
Pritika Auto Industries Ltd,PRITIKAUTO,BSE_KAGGLE,Pritika Auto Industries Ltd.BO
